user_id,item_id
1923,0
1923,1
1923,2
1923,3
1923,4
1923,5
1923,6
1923,7
1923,8
1923,9
1923,10
1923,11
1923,12
1923,13
1923,14
1923,15
1923,16
1923,17
1923,18
1923,19
1923,20
1923,21
1923,22
1923,23
1923,24
1923,25
1923,26
1923,27
1923,28
1923,29
1923,30
1923,31
1923,32
1923,33
1923,34
1923,35
1923,36
1923,37
1923,38
1923,39
1923,40
1923,41
1923,42
1923,43
1923,44
1923,45
1923,46
1923,47
1923,48
1923,49
1923,50
1923,51
1923,52
1923,53
1923,54
1923,55
1923,56
1923,57
1923,58
1923,59
1923,60
1923,61
1923,62
1923,63
1923,64
1923,65
1923,66
1923,67
1923,68
1923,69
1923,70
1898,71
1898,72
1898,73
1898,74
1898,75
1898,76
1898,77
1898,78
1898,79
1898,80
1898,81
1898,82
1898,83
1898,84
1898,85
1898,86
1898,87
1898,88
1898,89
1898,90
1898,91
1898,92
1898,93
1898,94
1898,95
1898,96
1898,97
1898,98
1898,99
1898,100
1898,101
1898,102
1898,103
1898,104
1898,105
1898,106
1898,107
1898,108
1898,109
2269,110
2269,111
2269,112
2269,113
2269,114
2269,115
2269,116
2269,117
2269,118
2269,119
2269,120
2269,121
2269,122
2269,123
2269,124
2269,125
2269,126
2269,127
2269,128
2269,129
2269,130
1015,131
1015,132
1015,133
1015,134
1015,135
1015,136
1015,137
1015,138
1015,139
1015,140
1015,141
1015,142
1015,143
1702,144
1702,145
1702,146
1702,147
1702,148
1702,149
1702,150
1702,151
1702,152
1702,153
1702,154
1702,155
1702,156
1702,157
1702,158
1702,159
1702,160
1702,161
1702,162
1702,163
1702,164
1702,165
1702,166
1702,167
1702,168
1702,169
1702,170
1702,171
1702,172
1702,173
1702,174
1702,175
3712,176
3712,177
3712,4
3712,178
3712,179
3712,180
3712,39
3712,181
3712,182
3712,183
3712,184
3037,185
3037,186
3037,187
3037,188
3037,189
3037,190
3037,191
3037,192
3037,193
3037,194
3037,195
3037,196
3037,197
3037,198
3037,199
3037,200
3037,201
3037,202
3037,203
3037,204
3037,205
3037,206
3037,207
3037,208
3037,209
3037,210
3037,211
3037,212
3037,213
3037,214
3037,215
3037,216
3037,217
3037,218
3037,219
883,220
883,221
883,222
883,223
883,224
883,225
883,226
883,227
883,228
883,229
883,230
883,231
883,232
883,233
883,234
